001-001-00-9	hydrogen	215-605-7	1333-74-0	Flam. Gas 1Press. Gas	H220	GHS02GHS04Dgr	H220	EUH001		U	CLP00
606-144-00-6	"acequinocyl (ISO); 3-dodecyl-1,4-dioxo-1,4-dihydronaphthalen-2-yl acetate"	—	57960-19-7	STOT SE 1STOT RE 2Skin Sens. 1Aquatic Acute 1Aquatic Chronic 1	H370 (lung) (inhalation)H373 (blood system)H317H400H410	GHS07GHS08GHS09Dgr	H317H370 (lung) (inhalation)H373 (blood system)H410		M=1000		ATP03
606-145-00-1	"sulcotrione (ISO); 2-[2-chloro-4-(methylsulfonyl)benzoyl]cyclohexane-1,3-dione"		99105-77-8	Repr. 2STOT RE 2Skin Sens. 1AAquatic Acute 1Aquatic Chronic 1	H361dH373 (kidneys)H317H400H410	GHS08GHS07GHS09Wng	H317H361dH373 (kidneys)H410		M=1M=10		ATP05
606-146-00-7	tralkoxydim (ISO); 2-(N-ethoxypropanimidoyl)-3-hydroxy-5-mesitylcyclohex-2-en-1-one		87820-88-0	Carc. 2Acute Tox. 4Aquatic Chronic 2	H351H302H411	GHS08GHS07GHS09Wng	H302H351H411				ATP06
606-147-00-2	cycloxydim (ISO); 2-(N-ethoxybutanimidoyl)-3-hydroxy-5-(tetrahydro-2H-thiopyran-3-yl)cyclohex-2-en-1-one	405-230-9	101205-02-1	Repr. 2	H361d	GHS08Wng	H361d				ATP06
606-148-00-8	carvone (ISO); 2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one [1]d-carvone; (5S)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one [2]l-carvone; (5R)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one [3]	202-759-5 [1]218-827-2 [2]229-352-5 [3]	99-49-0 [1]2244-16-8 [2]6485-40-1 [3]	Skin Sens. 1	H317	GHS07Wng	H317				ATP07
606-149-00-3	"tembotrione (ISO); 2-{2-chloro-4-(methylsulfonyl)-3-[(2,2,2-trifluoroethoxy)methyl]benzoyl}cyclohexane-1,3-dione"		335104-84-2	Repr. 2STOT RE 2Skin Sens. 1Aquatic Acute 1Aquatic Chronic 1	"H361dH373 (eyes, kidneys, liver)H317H400H410"	GHS08GHS07GHS09Wng	"H317H361dH373 (eyes, kidneys, liver)H410"		M=100M=10		ATP07
607-001-00-0	formic acid … %	200-579-1	64-18-6	Skin Corr. 1A	H314	GHS05Dgr	H314		Skin Corr. 1A; H314: C ? 90 %Skin Corr. 1B; H314: 10 % ? C < 90 %Skin Irrit. 2; H315: 2 % ? C < 10 %Eye Irrit. 2; H319: 2 % ? C < 10 %	B	CLP00
607-002-00-6	acetic acid … %	200-580-7	64-19-7	Flam. Liq. 3Skin Corr. 1A	H226H314	GHS02GHS05Dgr	H226H314		Skin Corr. 1A; H314: C ? 90 %Skin Corr. 1B; H314: 25 % ? C < 90 %Skin Irrit. 2; H315: 10 % ? C < 25 %Eye Irrit. 2; H319: 10 % ? C < 25 %	B	CLP00
607-003-00-1	chloroacetic acid	201-178-4	79-11-8	Acute Tox. 3 *Acute Tox. 3 *Acute Tox. 3 *Skin Corr. 1BAquatic Acute 1	H331H311H301H314H400	GHS06GHS05GHS09Dgr	H331H311H301H314H400		STOT SE 3; H335: C ? 5 %		CLP00/ATP01
607-004-00-7	TCA (ISO); trichloroacetic acid	200-927-2	76-03-9	Skin Corr. 1AAquatic Acute 1Aquatic Chronic 1	H314H400H410	GHS05GHS09Dgr	H314H410		STOT SE 3; H335: C ? 1 %		CLP00
607-005-00-2	TCA-sodium (ISO); sodium trichloroacetate	211-479-2	650-51-1	STOT SE 3Aquatic Acute 1Aquatic Chronic 1	H335H400H410	GHS07GHS09Wng	H335H410				CLP00
607-006-00-8	oxalic acid	205-634-3	144-62-7	Acute Tox. 4 *Acute Tox. 4 *	H312H302	GHS07Wng	H312H302		*		CLP00
607-007-00-3	salts of oxalic acid with the exception of those specified elsewhere in this Annex	-	-	Acute Tox. 4 *Acute Tox. 4 *	H312H302	GHS07Wng	H312H302		*	A	CLP00/ATP01
607-008-00-9	acetic anhydride	203-564-8	108-24-7	Flam. Liq. 3Acute Tox. 4 *Acute Tox. 4 *Skin Corr. 1B	H226H332H302H314	GHS02GHS05GHS07Dgr	H226H332H302H314		Skin Corr. 1B; H314: C ? 25 %Skin Irrit. 2; H315: 5 % ? C < 25 %Eye Dam. 1; H318: 5 % ? C < 25 %Eye Irrit. 2; H319: 1 % ? C < 5 %STOT SE 3; H335: C ? 5 %		CLP00
607-009-00-4	phthalic anhydride	201-607-5	85-44-9	Acute Tox. 4 *STOT SE 3Skin Irrit. 2Eye Dam. 1Resp. Sens. 1Skin Sens. 1	H302H335H315H318H334H317	GHS08GHS05GHS07Dgr	H302H335H315H318H334H317				CLP00
607-010-00-X	propionic anhydride	204-638-2	123-62-6	Skin Corr. 1B	H314	GHS05Dgr	H314		Skin Corr. 1B; H314: C ? 25 %Skin Irrit. 2; H315: 10 % ? C < 25 %Eye Irrit. 2; H319: 10 % ? C < 25 %		CLP00
607-011-00-5	acetyl chloride	200-865-6	75-36-5	Flam. Liq. 2Skin Corr. 1B	H225H314	GHS02GHS05Dgr	H225H314	EUH014			CLP00
607-012-00-0	benzoyl chloride	202-710-8	98-88-4	Acute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *Skin Corr. 1BSkin Sens. 1	H332H312H302H314H317	GHS05GHS07Dgr	H332H312H302H314H317				CLP00/ATP01
607-013-00-6	dimethyl carbonate	210-478-4	616-38-6	Flam. Liq. 2	H225	GHS02Dgr	H225				CLP00
607-014-00-1	methyl formate	203-481-7	107-31-3	Flam. Liq. 1Acute Tox. 4 *Acute Tox. 4 *STOT SE 3Eye Irrit. 2	H224H332H302H335H319	GHS02GHS07Dgr	H224H332H302H319H335				CLP00
607-015-00-7	ethyl formate	203-721-0	109-94-4	Flam. Liq. 2Acute Tox. 4 *Acute Tox. 4 *STOT SE 3Eye Irrit. 2	H225H332H302H335H319	GHS02GHS07Dgr	H225H332H302H319H335				CLP00
607-016-00-2	propyl formate [1]isopropyl formate  [2]	203-798-0 [1]210-901-2 [2]	110-74-7 [1]625-55-8 [2]	Flam. Liq. 2STOT SE 3STOT SE 3Eye Irrit. 2	H225H335H336H319	GHS02GHS07Dgr	H225H319H335H336			C	CLP00
607-017-00-8	butyl formate [1]tert-butyl formate [2]isobutyl formate  [3]	209-772-5 [1]212-105-0 [2]208-818-1 [3]	592-84-7 [1]762-75-4 [2]542-55-2 [3]	Flam. Liq. 2STOT SE 3Eye Irrit. 2	H225H335H319	GHS02GHS07Dgr	H225H319H335			C	CLP00
607-018-00-3	isopentyl formate [1]pentyl formate [2]	203-769-2 [1]252-343-2 [2]	110-45-2 [1]35073-27-9 [2]	Flam. Liq. 2STOT SE 3Eye Irrit. 2	H225H335H319	GHS02GHS07Dgr	H225H319H335			C	CLP00
607-019-00-9	methyl chloroformate	201-187-3	79-22-1	Flam. Liq. 2Acute Tox. 2 *Acute Tox. 4 *Acute Tox. 4 *Skin Corr. 1B	H225H330H312H302H314	GHS02GHS06GHS05Dgr	H225H330H312H302H314				CLP00
607-020-00-4	ethyl chloroformate	208-778-5	541-41-3	Flam. Liq. 2Acute Tox. 2 *Acute Tox. 4 *Skin Corr. 1B	H225H330H302H314	GHS02GHS06GHS05Dgr	H225H330H302H314				CLP00
607-021-00-X	methyl acetate	201-185-2	79-20-9	Flam. Liq. 2STOT SE 3Eye Irrit. 2	H225H336H319	GHS02GHS07Dgr	H225H319H336	EUH066			CLP00
607-022-00-5	ethyl acetate	205-500-4	141-78-6	Flam. Liq. 2STOT SE 3Eye Irrit. 2	H225H336H319	GHS02GHS07Dgr	H225H319H336	EUH066			CLP00
607-023-00-0	vinyl acetate	203-545-4	108-05-4	Flam. Liq. 2Carc. 2Acute Tox. 4STOT SE 3	H225H351H332H335	GHS02GHS08GHS07Dgr	H225H332H351H335			D	CLP00/ATP05
607-024-00-6	propyl acetate [1]isopropyl acetate  [2]	203-686-1 [1]203-561-1 [2]	109-60-4 [1]108-21-4 [2]	Flam. Liq. 2STOT SE 3Eye Irrit. 2	H225H336H319	GHS02GHS07Dgr	H225H319H336	EUH066		C	CLP00
607-025-00-1	n-butyl acetate	204-658-1	123-86-4	Flam. Liq. 3STOT SE 3	H226H336	GHS02GHS07Wng	H226H336	EUH066			CLP00
607-026-00-7	sec-butyl acetate [1]isobutyl acetate [2]tert-butyl acetate  [3]	203-300-1 [1]203-745-1 [2]208-760-7 [3]	105-46-4 [1]110-19-0 [2]540-88-5 [3]	Flam. Liq. 2	H225	GHS02Dgr	H225	EUH066		C	CLP00
607-027-00-2	methyl propionate	209-060-4	554-12-1	Flam. Liq. 2Acute Tox. 4 *	H225H332	GHS02GHS07Dgr	H225H332				CLP00
607-028-00-8	ethyl propionate	203-291-4	105-37-3	Flam. Liq. 2	H225	GHS02Dgr	H225				CLP00
607-029-00-3	n-butyl propionate [1]sec-butyl propionate [2]tert-butyl propionate [3]	209-669-5 [1]208-746-0 [3]	590-01-2 [1]591-34-4 [2]540-42-1 [3]	Flam. Liq. 3	H226	GHS02Wng	H226			C	CLP00
607-030-00-9	propyl propionate	203-389-7	106-36-5	Flam. Liq. 3Acute Tox. 4 *	H226H332	GHS02GHS07Wng	H226H332				CLP00
607-031-00-4	butyl butyrate	203-656-8	109-21-7	Flam. Liq. 3	H226	GHS02Wng	H226			C	CLP00
607-032-00-X	ethyl acrylate	205-438-8	140-88-5	Flam. Liq. 2Acute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *STOT SE 3Skin Irrit. 2Eye Irrit. 2Skin Sens. 1	H225H332H312H302H335H315H319H317	GHS02GHS07Dgr	H225H332H312H302H319H335H315H317		Skin Irrit. 2; H315: C ? 5 %Eye Irrit. 2; H319: C ? 5 %STOT SE 3; H335: C ? 5 %	D	CLP00
607-033-00-5	n-butyl methacrylate	202-615-1	97-88-1	Flam. Liq. 3STOT SE 3Skin Irrit. 2Eye Irrit. 2Skin Sens. 1	H226H335H315H319H317	GHS02GHS07Wng	H226H319H335H315H317			D	CLP00
607-034-00-0	methyl acrylate; methyl propenoate	202-500-6	96-33-3	Flam. Liq. 2Acute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *STOT SE 3Skin Irrit. 2Eye Irrit. 2Skin Sens. 1	H225H332H312H302H335H315H319H317	GHS02GHS07Dgr	H225H332H312H302H319H335H315H317			D	CLP00
607-035-00-6	methyl methacrylate; methyl 2-methylprop-2-enoate; methyl 2-methylpropenoate	201-297-1	80-62-6	Flam. Liq. 2STOT SE 3Skin Irrit. 2Skin Sens. 1	H225H335H315H317	GHS02GHS07Dgr	H225H335H315H317			D	CLP00
607-036-00-1	2-methoxyethyl acetate; methylglycol acetate	203-772-9	110-49-6	Repr. 1BAcute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *	H360FDH332H312H302	GHS08GHS07Dgr	H360FDH332H312H302				CLP00
607-037-00-7	2-ethoxyethyl acetate; ethylglycol acetate	203-839-2	111-15-9	Flam. Liq. 3Repr. 1BAcute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *	H226H360FDH332H312H302	GHS02GHS08GHS07Dgr	H226H360FDH332H312H302				CLP00/ATP01
607-038-00-2	2-butoxyethyl acetate; butylglycol acetate	203-933-3	112-07-2	Acute Tox. 4 *Acute Tox. 4 *	H332H312	GHS07Wng	H332H312				CLP00
607-039-00-8	"2,4-D (ISO); 2,4-dichlorophenoxyacetic acid"	202-361-1	94-75-7	Acute Tox. 4 *STOT SE 3Eye Dam. 1Skin Sens. 1Aquatic Chronic 3	H302H335H318H317H412	GHS05GHS07Dgr	H302H335H318H317H412				CLP00
607-040-00-3	"salts of 2,4-D"			Acute Tox. 4 *Eye Dam. 1Skin Sens. 1Aquatic Chronic 2	H302H318H317H411	GHS05GHS07GHS09Dgr	H302H318H317H411			A	CLP00
607-041-00-9	"2,4,5-T (ISO); 2,4,5-trichlorophenoxy acetic acid"	202-273-3	93-76-5	Acute Tox. 4 *STOT SE 3Skin Irrit. 2Eye Irrit. 2Aquatic Acute 1Aquatic Chronic 1	H302H335H315H319H400H410	GHS07GHS09Wng	H302H319H335H315H410				CLP00
607-042-00-4	"salts and esters of 2,4,5-T; salts and esters of 2,4,5-trichlorophenoxy acetic acid"			Acute Tox. 4 *STOT SE 3Skin Irrit. 2Eye Irrit. 2Aquatic Acute 1Aquatic Chronic 1	H302H335H315H319H400H410	GHS07GHS09Wng	H302H319H335H315H410			A	CLP00
607-043-00-X	"dicamba (ISO); 2,5-dichloro-6-methoxybenzoic acid; 3,6-dichloro-2-methoxybenzoic acid"	217-635-6	1918-00-9	Acute Tox. 4 *Eye Dam. 1Aquatic Chronic 3	H302H318H412	GHS05GHS07Dgr	H302H318H412				CLP00
607-044-00-5	"3,6-dichloro-o-anisic acid, compound with dimethylamine (1:1) [1]potassium 3,6-dichloro-o-anisate  [2]"	218-951-7 [1]233-002-7 [2]	2300-66-5 [1]10007-85-9 [2]	Eye Irrit. 2Aquatic Chronic 3	H319H412	GHS07Wng	H319H412				CLP00
607-045-00-0	"dichlorprop (ISO); 2-(2,4-dichlorophenoxy) propionic acid"	204-390-5	120-36-5	Acute Tox. 4 *Acute Tox. 4 *Skin Irrit. 2Eye Dam. 1	H312H302H315H318	GHS05GHS07Dgr	H312H302H315H318				CLP00
607-046-00-6	salts of dichlorprop			Acute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *	H332H312H302	GHS07Wng	H332H312H302			A	CLP00
607-047-00-1	"fenoprop (ISO); 2-(2,4,5-trichlorophenoxy)propionic acid"	202-271-2	93-72-1	Acute Tox. 4 *Skin Irrit. 2Aquatic Acute 1Aquatic Chronic 1	H302H315H400H410	GHS07GHS09Wng	H302H315H410				CLP00
607-048-00-7	"salts of fenoprop; salts of 2-(2,4,5-trichlorophenoxy)propionic acid"			Acute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H332H312H302H400H410	GHS07GHS09Wng	H332H312H302H410			A	CLP00
607-049-00-2	mecoprop (ISO); 2-(4-chloro-o-tolyloxy) propionic acid; (RS)-2-(4-chloro-o-tolyloxy)propionic acid [1]2-(4-chloro-2-methylphenoxy)propionic acid  [2]	230-386-8 [1]202-264-4 [2]	7085-19-0 [1]	Acute Tox. 4 *Skin Irrit. 2Eye Dam. 1Aquatic Acute 1Aquatic Chronic 1	H302H315H318H400H410	GHS05GHS07GHS09Dgr	H302H315H318H410		M=100		CLP00
607-050-00-8	salts of mecoprop			Acute Tox. 4 *Skin Irrit. 2Eye Dam. 1Aquatic Acute 1Aquatic Chronic 1	H302H315H318H400H410	GHS05GHS07GHS09Dgr	H302H315H318H410			A	CLP00
607-051-00-3	MCPA (ISO); 4-chloro-o-tolyloxyacetic acid	202-360-6	94-74-6	Acute Tox. 4 *Skin Irrit. 2Eye Dam. 1Aquatic Acute 1Aquatic Chronic 1	H302H315H318H400H410	GHS05GHS07GHS09Dgr	H302H315H318H410				CLP00/ATP01
607-052-00-9	salts and esters of MCPA	-	-	Acute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H332H312H302H400H410	GHS07GHS09Wng	H332H312H302H410			A	CLP00/ATP01
607-053-00-4	MCPB (ISO); 4-(4-chloro-o-tolyloxy) butyric acid	202-365-3	94-81-5	Aquatic Acute 1Aquatic Chronic 1	H400H410	GHS09Wng	H410				CLP00
607-054-00-X	salts and esters of MCPB			Acute Tox. 4 *	H302	GHS07Wng	H302			A	CLP00
607-055-00-5	"endothal-sodium (ISO); disodium 7-oxabicyclo(2,2,1)heptane-2,3-dicarboxylate"	204-959-8	129-67-9	Acute Tox. 3 *Acute Tox. 4 *STOT SE 3Skin Irrit. 2Eye Irrit. 2	H301H312H335H315H319	GHS06Dgr	H301H312H319H335H315				CLP00
607-056-00-0	warfarin (ISO) [1](S)-4-hydroxy-3-(3-oxo-1-phenylbutyl)-2-benzopyrone [2](R)-4-hydroxy-3-(3-oxo-1-phenylbutyl)-2-benzopyrone  [3]	201-377-6 [1]226-907-3 [2]226-908-9 [3]	81-81-2 [1]5543-57-7 [2]5543-58-8 [3]	Repr. 1ASTOT RE 1Aquatic Chronic 3	H360D ***H372 **H412	GHS08Dgr	H360D ***H372 **H412				CLP00
607-057-00-6	coumachlor (ISO); 3-[1-(4-chlorophenyl)-3-oxobutyl]-4-hydroxycoumarin	201-378-1	81-82-3	STOT RE 2 *Aquatic Chronic 3	H373 **H412	GHS08Wng	H373 **H412				CLP00
607-058-00-1	coumafuryl (ISO); fumarin; (RS)-3-(1-(2-furyl)-3-oxobutyl)4-hydroxycoumarin; 4-hydroxy-3-[3-oxo-1-(2-furyl) butyl]coumarin	204-195-5	117-52-2	Acute Tox. 3 *STOT RE 1Aquatic Chronic 3	H301H372 **H412	GHS06GHS08Dgr	H301H372 **H412				CLP00
607-059-00-7	"coumatetralyl; 4-hydroxy-3-(1,2,3,4-tetrahydro-1-naphthyl)coumarin"	227-424-0	5836-29-3	Acute Tox. 1Acute Tox. 2 *STOT RE 1Aquatic Chronic 3	H310H300H372 **H412	GHS06GHS08Dgr	H310H300H372 **H412				CLP00
607-060-00-2	"dicoumarol; 4,4'-dihydroxy-3,3'-methylenebis(2H-chromen-2-one)"	200-632-9	66-76-2	Acute Tox. 4 *STOT RE 1Aquatic Chronic 2	H302H372 **H411	GHS08GHS07GHS09Dgr	H372 **H302H411				CLP00
607-061-00-8	acrylic acid; prop-2-enoic acid	201-177-9	79-10-7	Flam. Liq. 3Acute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *Skin Corr. 1AAquatic Acute 1	H226H332H312H302H314H400	GHS02GHS05GHS07GHS09Dgr	H226H332H312H302H314H400		STOT SE 3; H335: C ? 1 %	D	CLP00
607-062-00-3	n-butyl acrylate	205-480-7	141-32-2	Flam. Liq. 3STOT SE 3Skin Irrit. 2Eye Irrit. 2Skin Sens. 1	H226H335H315H319H317	GHS02GHS07Wng	H226H319H335H315H317			D	CLP00
607-063-00-9	isobutyric acid	201-195-7	79-31-2	Acute Tox. 4 *Acute Tox. 4 *	H312H302	GHS07Wng	H312H302				CLP00
607-064-00-4	benzyl chloroformate	207-925-0	501-53-1	Skin Corr. 1BAquatic Acute 1Aquatic Chronic 1	H314H400H410	GHS05GHS09Dgr	H314H410		STOT SE 3; H335: C ? 5 %		CLP00
607-065-00-X	bromoacetic acid	201-175-8	79-08-3	Acute Tox. 3 *Acute Tox. 3 *Acute Tox. 3 *Skin Corr. 1ASkin Sens. 1Aquatic Acute 1	H331H311H301H314H317H400	GHS06GHS05GHS09Dgr	H331H311H301H314H317H400				CLP00/ATP01
607-066-00-5	dichloroacetic acid	201-207-0	79-43-6	Skin Corr. 1AAquatic Acute 1	H314H400	GHS05GHS09Dgr	H314H400				CLP00
607-067-00-0	dichloroacetyl chloride	201-199-9	79-36-7	Skin Corr. 1AAquatic Acute 1	H314H400	GHS05GHS09Dgr	H314H400				CLP00
607-068-00-6	iodoacetic acid	200-590-1	64-69-7	Acute Tox. 3 *Skin Corr. 1A	H301H314	GHS06GHS05Dgr	H301H314				CLP00
607-069-00-1	ethyl bromoacetate	203-290-9	105-36-2	Acute Tox. 1Acute Tox. 2 *Acute Tox. 2 *	H310H330H300	GHS06Dgr	H330H310H300				CLP00
607-070-00-7	ethyl chloroacetate	203-294-0	105-39-5	Acute Tox. 3 *Acute Tox. 3 *Acute Tox. 3 *Aquatic Acute 1	H331H311H301H400	GHS06GHS09Dgr	H331H311H301H400				CLP00
607-071-00-2	ethyl methacrylate	202-597-5	97-63-2	Flam. Liq. 2STOT SE 3Skin Irrit. 2Eye Irrit. 2Skin Sens. 1	H225H335H315H319H317	GHS02GHS07Dgr	H225H319H335H315H317			D	CLP00
607-072-00-8	2-hydroxyethyl acrylate	212-454-9	818-61-1	Acute Tox. 3 *Skin Corr. 1BSkin Sens. 1Aquatic Acute 1	H311H314H317H400	GHS06GHS05GHS09Dgr	H311H314H317H400		"*Skin Sens. 1; H317: C ? 0,2 %"	D	CLP00
607-073-00-3	4-CPA (ISO); 4-chlorophenoxyacetic acid	204-581-3	122-88-3	Acute Tox. 4 *	H302	GHS07Wng	H302				CLP00
607-074-00-9	"chlorfenac (ISO); 2,3,6-trichlorophenylacetic acid"	201-599-3	85-34-7	Acute Tox. 4 *Aquatic Chronic 2	H302H411	GHS07GHS09Wng	H302H411				CLP00
607-075-00-4	chlorfenprop-methyl; methyl 2-chloro-3-(4-chlorophenyl)propionate	238-413-5	14437-17-3	Acute Tox. 4 *Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H312H302H400H410	GHS07GHS09Wng	H312H302H410				CLP00
607-076-00-X	dodine (ISO); dodecylguanidinium acetate	219-459-5	2439-10-3	Acute Tox. 4 *Skin Irrit. 2Eye Irrit. 2Aquatic Acute 1Aquatic Chronic 1	H302H315H319H400H410	GHS07GHS09Wng	H302H319H315H410				CLP00
607-077-00-5	"erbon (ISO); 2-(2,4,5-trichlorophenoxy)ethyl 2,2-dichloropropionate"		136-25-4	Acute Tox. 4 *Aquatic Chronic 2	H302H411	GHS07GHS09Wng	H302H411				CLP00
607-078-00-0	fluenetil (ISO); 2-fluoroethyl biphenyl-4-ylacetate		4301-50-2	Acute Tox. 1Acute Tox. 2 *	H310H300	GHS06Dgr	H310H300				CLP00
607-079-00-6	"kelevan (ISO); ethyl 5-(perchloro-5-hydroxypentacyclo[5,3,0,02,6,03,9,04,8]decan-5-yl)-4-oxopentanoate; ethyl 5-(1,2,3,5,6,7,8,9,10,10-decachloro-4-hydroxypentacyclo(5,2,1,02,6,03,9,05,8)dec-4-yl)-4-oxovalerate"		4234-79-1	Acute Tox. 3 *Acute Tox. 4 *Aquatic Chronic 2	H311H302H411	GHS06GHS09Dgr	H311H302H411				CLP00
607-080-00-1	chloroacetyl chloride	201-171-6	79-04-9	Acute Tox. 3 *Acute Tox. 3 *Acute Tox. 3 *STOT RE 1Skin Corr. 1AAquatic Acute 1	H331H311H301H372 **H314H400	GHS06GHS08GHS05GHS09Dgr	H331H311H301H372 **H314H400	EUH014EUH029			CLP00
607-081-00-7	fluoroacetic acid	205-631-7	144-49-0	Acute Tox. 2 *Aquatic Acute 1	H300H400	GHS06GHS09Dgr	H300H400				CLP00
607-082-00-2	"fluoroacetates, soluble"			Acute Tox. 2 *Aquatic Acute 1	H300H400	GHS06GHS09Dgr	H300H400			A	CLP00
607-083-00-8	"2,4-DB (ISO); 4-(2,4-dichlorophenoxy)butyric acid"	202-366-9	94-82-6	Acute Tox. 4 *Aquatic Chronic 2	H302H411	GHS07GHS09Wng	H302H411				CLP00
607-084-00-3	"salts of 2,4-DB"			Acute Tox. 4 *Eye Dam. 1Aquatic Chronic 2	H302H318H411	GHS05GHS07GHS09Dgr	H302H318H411			A	CLP00
607-085-00-9	benzyl benzoate	204-402-9	120-51-4	Acute Tox. 4 *Aquatic Chronic 2	H302H411	GHS07GHS09Wng	H302H411				CLP00/ATP01
607-086-00-4	diallyl phthalate	205-016-3	131-17-9	Acute Tox. 4 *Aquatic Acute 1Aquatic Chronic 1	H302H400H410	GHS07GHS09Wng	H302H410				CLP00
607-088-00-5	methacrylic acid; 2-methylpropenoic acid	201-204-4	79-41-4	Acute Tox. 4 *Acute Tox. 4 *Skin Corr. 1A	H312H302H314	GHS05GHS07Dgr	H312H302H314		STOT SE 3; H335: C ? 1 %	D	CLP00
607-089-00-0	propionic acid … %	201-176-3	79-09-4	Skin Corr. 1B	H314	GHS05Dgr	H314		Skin Corr. 1B; H314: C ? 25 %Skin Irrit. 2; H319: 10 % ? C < 25 %Eye Irrit. 2; H319: 10 % ? C < 25 %STOT SE 3; H335: C ? 10 %	B	CLP00
607-090-00-6	thioglycolic acid	200-677-4	68-11-1	Acute Tox. 3 *Acute Tox. 3 *Acute Tox. 3 *Skin Corr. 1B	H331H311H301H314	GHS06GHS05Dgr	H331H311H301H314		*		CLP00
607-091-00-1	trifluoroacetic acid . . . %	200-929-3	76-05-1	Acute Tox. 4 *Skin Corr. 1AAquatic Chronic 3	H332H314H412	GHS05GHS07Dgr	H332H314H412		*	B	CLP00
607-092-00-7	methyl lactate [1]methyl (±)-lactate [2]methyl (R)-lactate [3]methyl (S)-(-)-lactate  [4]	208-930-0 [1]218-449-8 [2]241-420-6 [3]248-704-9 [4]	547-64-8 [1]2155-30-8 [2]17392-83-5 [3]27871-49-4 [4]	Flam. Liq. 3STOT SE 3Eye Irrit. 2	H226H335H319	GHS02GHS07Wng	H226H319H335			C	CLP00
607-093-00-2	propionyl chloride	201-170-0	79-03-8	Flam. Liq. 2Skin Corr. 1B	H225H314	GHS02GHS05Dgr	H225H314	EUH014		B D	CLP00
607-094-00-8	peracetic acid . . . %	201-186-8	79-21-0	Flam. Liq. 3Org. Perox. D ****Acute Tox. 4 *Acute Tox. 4 *Acute Tox. 4 *Skin Corr. 1AAquatic Acute 1	H226H242H332H312H302H314H400	GHS02GHS05GHS07GHS09Dgr	H226H242H332H312H302H314H400		*STOT SE 3; H335: C ? 1 %	B D	CLP00
607-095-00-3	maleic acid	203-742-5	110-16-7	Acute Tox. 4 *STOT SE 3Skin Irrit. 2Eye Irrit. 2Skin Sens. 1	H302H335H315H319H317	GHS07Wng	H302H319H335H315H317		"Skin Sens. 1; H317: C ? 0,1 %"		CLP00/ATP01
607-096-00-9	maleic anhydride	203-571-6	108-31-6	Acute Tox. 4 *Skin Corr. 1BResp. Sens. 1Skin Sens. 1	H302H314H334H317	GHS08GHS05GHS07Dgr	H302H314H334H317				CLP00
607-097-00-4	"benzene-1,2,4-tricarboxylic acid 1,2-anhydride; trimellitic anhydride"	209-008-0	552-30-7	STOT SE 3Eye Dam. 1Resp. Sens. 1Skin Sens. 1	H335H318H334H317	GHS08GHS05GHS07Dgr	H335H318H334H317				CLP00
607-098-00-X	"benzene-1,2:4,5-tetracarboxylic dianhydride; benzene-1,2:4,5-tetracarboxylic dianhydride; pyromellitic dianhydride"	201-898-9	89-32-7	Eye Dam. 1Resp. Sens. 1Skin Sens. 1	H318H334H317	GHS08GHS05Dgr	H318H334H317				CLP00
607-099-00-5	"1,2,3,6-tetrahydrophthalic anhydride [1]cis-1,2,3,6-tetrahydrophthalic anhydride [2]3,4,5,6-tetrahydrophthalic anhydride [3]tetrahydrophthalic anhydride  [4]"	201-605-4 [1]213-308-7 [2]219-374-3 [3]247-570-9 [4]	85-43-8 [1]935-79-5 [2]2426-02-0 [3]26266-63-7 [4]	Eye Dam. 1Resp. Sens. 1Skin Sens. 1Aquatic Chronic 3	H318H334H317H412	GHS08GHS05Dgr	H318H334H317H412			C	CLP00
607-100-00-9	"benzophenone-3,3',4,4'-tetracarboxylic dianhydride; 4,4'-carbonyldi(phthalic anhydride)"	219-348-1	2421-28-5	STOT SE 3Eye Irrit. 2	H335H319	GHS07Wng	H319H335		Eye Irrit. 2; H319: C ? 1 %STOT SE 3; H335: C ? 1 %		CLP00
607-101-00-4	"1,4,5,6,7,7-hexachlorobicyclo [2,2,1]hept-5-ene-2,3-dicarboxylic anhydride chlorendic anhydride"	204-077-3	115-27-5	STOT SE 3Skin Irrit. 2Eye Irrit. 2	H335H315H319	GHS07Wng	H319H335H315		Skin Irrit. 2; H315: C ? 1 %Eye Irrit. 2; H319: C ? 1 %STOT SE 3; H335: C ? 1 %		CLP00
